date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-13,Qatar,Switzerland,True,0.0405,0.1181,0.8414,0.0341,0.157,0.8089,0.0683,0.1432,0.7884,49,0.0608,0.1335,0.8057,2464136,-0.0342,0.0138,0.0205,0.0342,0.0685,0.0534,0.0345,model_over_concentrated,,False
2026-06-13,Brazil,Morocco,True,0.3902,0.2763,0.3335,0.3838,0.3152,0.301,0.5648,0.2586,0.1766,49,0.5721,0.2537,0.1741,2698002,-0.181,0.0566,0.1244,0.181,0.362,0.3767,0.0147,model_under_concentrated,,True
2026-06-13,Haiti,Scotland,True,0.2519,0.265,0.4831,0.2455,0.3039,0.4505,0.164,0.22,0.616,49,0.1642,0.2139,0.6219,745268,0.0815,0.0839,-0.1655,0.1655,0.3309,0.3427,0.0122,model_under_concentrated,,True
2026-06-13,Australia,Turkey,True,0.3306,0.2761,0.3933,0.3242,0.315,0.3608,0.1863,0.2546,0.5591,49,0.1841,0.2537,0.5622,1009723,0.1379,0.0604,-0.1983,0.1983,0.3966,0.4028,0.0062,model_under_concentrated,,True
2026-06-14,Germany,Curaçao,True,0.8454,0.1156,0.039,0.839,0.1545,0.0065,0.9198,0.0553,0.0249,48,0.9367,0.0389,0.0244,1878372,-0.0808,0.0992,-0.0184,0.0992,0.1984,0.2312,0.0338,model_under_concentrated,,False
2026-06-14,Ivory Coast,Ecuador,True,0.1759,0.2388,0.5854,0.1695,0.2777,0.5528,0.265,0.3392,0.3958,49,0.2637,0.3333,0.403,145069,-0.0955,-0.0615,0.157,0.157,0.314,0.2996,0.0144,model_over_concentrated,,True
2026-06-14,Netherlands,Japan,True,0.3469,0.2768,0.3763,0.3405,0.3157,0.3438,0.4792,0.2673,0.2536,48,0.4774,0.2663,0.2563,1178080,-0.1387,0.0484,0.0902,0.1387,0.2773,0.2738,0.0055,disagree_on_favorite,,False
2026-06-14,Sweden,Tunisia,True,0.4161,0.2744,0.3095,0.4097,0.3134,0.277,0.5027,0.2786,0.2187,49,0.5075,0.2764,0.2161,306249,-0.093,0.0348,0.0583,0.093,0.1861,0.1957,0.0096,model_under_concentrated,,False
2026-06-15,Belgium,Egypt,True,0.5452,0.2506,0.2041,0.5389,0.2896,0.1716,0.5921,0.2404,0.1674,48,0.5961,0.2414,0.1626,93304,-0.0532,0.0492,0.0042,0.0532,0.1066,0.1144,0.0098,model_under_concentrated,,False
2026-06-15,Iran,New Zealand,True,0.6557,0.2132,0.131,0.6493,0.2522,0.0985,0.5229,0.2743,0.2028,48,0.5276,0.2764,0.196,189289,0.1264,-0.0221,-0.1043,0.1264,0.2528,0.2434,0.0136,model_over_concentrated,,False
2026-06-15,Spain,Cape Verde,True,0.9376,0.0515,0.0109,0.9115,0.0885,0.0,0.8774,0.0853,0.0373,49,0.9009,0.0667,0.0324,624378,0.0341,0.0032,-0.0373,0.0373,0.0746,0.0648,0.047,model_over_concentrated,,False
2026-06-15,Saudi Arabia,Uruguay,True,0.1139,0.2008,0.6853,0.1075,0.2397,0.6528,0.1201,0.2135,0.6664,48,0.1156,0.2161,0.6683,191230,-0.0126,0.0262,-0.0136,0.0262,0.0524,0.0472,0.009,model_under_concentrated,,False
2026-06-16,France,Senegal,True,0.656,0.2131,0.1309,0.6496,0.2521,0.0983,0.6506,0.2177,0.1317,48,0.6617,0.2139,0.1244,340520,-0.001,0.0344,-0.0334,0.0344,0.0688,0.0764,0.0222,model_under_concentrated,,False
2026-06-16,Iraq,Norway,True,0.1149,0.2015,0.6836,0.1085,0.2405,0.651,0.0672,0.1374,0.7954,48,0.0647,0.1244,0.8109,105351,0.0413,0.1031,-0.1444,0.1444,0.2888,0.3198,0.031,model_under_concentrated,,False
2026-06-16,Argentina,Algeria,True,0.7472,0.1714,0.0814,0.7408,0.2103,0.0488,0.6866,0.2063,0.1071,48,0.6946,0.202,0.1034,193280,0.0542,0.004,-0.0583,0.0583,0.1165,0.1091,0.016,model_over_concentrated,,False
2026-06-16,Austria,Jordan,True,0.4539,0.2699,0.2762,0.4475,0.3089,0.2437,0.72,0.1755,0.1044,48,0.7241,0.1724,0.1034,106288,-0.2725,0.1334,0.1393,0.2725,0.5452,0.5534,0.0082,model_under_concentrated,,True
2026-06-17,Portugal,DR Congo,True,0.7767,0.1559,0.0674,0.7703,0.1948,0.0349,0.7429,0.1691,0.088,46,0.7612,0.1642,0.0746,134972,0.0274,0.0257,-0.0531,0.0531,0.1062,0.0794,0.0366,model_over_concentrated,,False
2026-06-17,Uzbekistan,Colombia,True,0.1367,0.217,0.6463,0.1303,0.2559,0.6138,0.1081,0.204,0.6879,47,0.0945,0.204,0.7015,46589,0.0222,0.0519,-0.0741,0.0741,0.1482,0.1754,0.0272,model_under_concentrated,,False
2026-06-17,England,Croatia,True,0.534,0.2536,0.2124,0.5276,0.2926,0.1798,0.5524,0.2538,0.1938,48,0.5622,0.2537,0.1841,142434,-0.0248,0.0388,-0.014,0.0388,0.0776,0.0778,0.0196,model_under_concentrated,,False
2026-06-17,Ghana,Panama,True,0.111,0.1985,0.6905,0.1046,0.2374,0.6579,0.4418,0.2826,0.2756,47,0.4372,0.2864,0.2764,66256,-0.3372,-0.0452,0.3823,0.3823,0.7647,0.7631,0.0092,disagree_on_favorite,,True
2026-06-18,Czech Republic,South Africa,True,0.5426,0.2514,0.206,0.5362,0.2903,0.1735,0.5438,0.2524,0.2038,45,0.5477,0.2462,0.206,144781,-0.0076,0.0379,-0.0303,0.0379,0.0758,0.0881,0.0123,model_under_concentrated,,False
2026-06-18,Mexico,South Korea,False,0.6103,0.2304,0.1593,0.6039,0.2693,0.1268,0.4767,0.2867,0.2365,45,0.4826,0.2836,0.2338,175567,0.1272,-0.0174,-0.1097,0.1272,0.2543,0.2426,0.0117,model_over_concentrated,,False
2026-06-18,Switzerland,Bosnia and Herzegovina,True,0.7718,0.1585,0.0697,0.7654,0.1975,0.0371,0.5997,0.2372,0.1631,44,0.6119,0.2338,0.1542,36885,0.1657,-0.0397,-0.126,0.1657,0.3314,0.3069,0.0245,model_over_concentrated,,True
2026-06-18,Canada,Qatar,False,0.8678,0.1012,0.031,0.8601,0.1399,0.0,0.729,0.1808,0.0902,44,0.7512,0.1642,0.0846,68927,0.1311,-0.0409,-0.0902,0.1311,0.2622,0.2178,0.0444,model_over_concentrated,,False
2026-06-19,Scotland,Morocco,True,0.1403,0.2193,0.6404,0.1339,0.2582,0.6079,0.2296,0.2877,0.4827,45,0.2239,0.2836,0.4925,28768,-0.0957,-0.0295,0.1252,0.1252,0.2504,0.2308,0.0196,model_over_concentrated,,False
2026-06-19,Brazil,Haiti,True,0.7667,0.1613,0.072,0.7603,0.2002,0.0395,0.8892,0.0769,0.0339,41,0.9095,0.0588,0.0317,128412,-0.1289,0.1233,0.0056,0.1289,0.2578,0.2984,0.0406,model_under_concentrated,,False
2026-06-19,USA,Australia,False,0.3454,0.2767,0.3778,0.339,0.3157,0.3453,0.6007,0.2279,0.1714,44,0.6256,0.2118,0.1626,162924,-0.2617,0.0878,0.1739,0.2617,0.5234,0.5732,0.0498,disagree_on_favorite,,True
2026-06-19,Turkey,Paraguay,True,0.5044,0.2606,0.2349,0.498,0.2996,0.2024,0.4645,0.291,0.2445,44,0.4774,0.2864,0.2362,45414,0.0335,0.0086,-0.0421,0.0421,0.0842,0.0676,0.0258,model_over_concentrated,,False
2026-06-20,Germany,Ivory Coast,True,0.6092,0.2308,0.16,0.6028,0.2697,0.1275,0.6138,0.2209,0.1653,44,0.6256,0.202,0.1724,61977,-0.011,0.0488,-0.0378,0.0488,0.0976,0.1354,0.0378,model_under_concentrated,,False
2026-06-20,Ecuador,Curaçao,True,0.8317,0.1241,0.0442,0.8253,0.163,0.0117,0.7933,0.1387,0.068,44,0.8089,0.1241,0.067,88015,0.032,0.0243,-0.0563,0.0563,0.1126,0.1106,0.0312,model_over_concentrated,,False
2026-06-20,Netherlands,Sweden,True,0.6827,0.2019,0.1154,0.6763,0.2408,0.0828,0.5796,0.238,0.1824,43,0.592,0.2338,0.1741,14667,0.0967,0.0028,-0.0996,0.0996,0.1991,0.1826,0.0249,model_over_concentrated,,False
2026-06-20,Tunisia,Japan,True,0.0843,0.1744,0.7413,0.0779,0.2133,0.7088,0.1793,0.2637,0.557,44,0.1626,0.2611,0.5764,23322,-0.1014,-0.0504,0.1518,0.1518,0.3036,0.2649,0.0387,model_over_concentrated,,True
2026-06-21,Belgium,Iran,True,0.3875,0.2764,0.3362,0.3811,0.3153,0.3036,0.6761,0.2041,0.1197,44,0.6915,0.194,0.1144,51988,-0.295,0.1112,0.1839,0.295,0.5901,0.6209,0.0308,model_under_concentrated,,True
2026-06-21,New Zealand,Egypt,True,0.2361,0.261,0.503,0.2297,0.2999,0.4705,0.1973,0.2581,0.5446,44,0.194,0.2537,0.5522,12774,0.0324,0.0418,-0.0741,0.0741,0.1483,0.1636,0.0153,model_under_concentrated,,False
2026-06-21,Spain,Saudi Arabia,True,0.9168,0.0672,0.0161,0.8956,0.1044,0.0,0.8606,0.0983,0.0411,43,0.8866,0.0743,0.0391,68744,0.035,0.0061,-0.0411,0.0411,0.0822,0.0782,0.052,model_over_concentrated,,False
2026-06-21,Uruguay,Cape Verde,True,0.7487,0.1707,0.0807,0.7423,0.2096,0.0481,0.6581,0.2128,0.1291,44,0.6816,0.204,0.1144,21774,0.0842,-0.0032,-0.081,0.0842,0.1684,0.1326,0.047,model_over_concentrated,,False
2026-06-22,France,Iraq,True,0.8406,0.1186,0.0408,0.8342,0.1575,0.0082,0.8519,0.1073,0.0408,43,0.8676,0.0942,0.0382,100177,-0.0177,0.0502,-0.0326,0.0502,0.1005,0.1267,0.0314,model_under_concentrated,,False
2026-06-22,Norway,Senegal,True,0.4403,0.2718,0.2879,0.4339,0.3107,0.2554,0.4435,0.274,0.2825,44,0.4428,0.2736,0.2836,30920,-0.0096,0.0367,-0.0271,0.0367,0.0734,0.0742,0.0022,model_under_concentrated,,False
2026-06-22,Argentina,Austria,True,0.7681,0.1605,0.0714,0.7617,0.1995,0.0389,0.5804,0.2466,0.173,44,0.6059,0.2315,0.1626,29286,0.1813,-0.0471,-0.1341,0.1813,0.3625,0.3115,0.051,model_over_concentrated,,True
2026-06-22,Jordan,Algeria,True,0.2527,0.2652,0.4821,0.2463,0.3041,0.4496,0.1493,0.2274,0.6233,44,0.1443,0.204,0.6517,51781,0.097,0.0767,-0.1737,0.1737,0.3474,0.4042,0.0568,model_under_concentrated,,True
2026-06-23,Portugal,Uzbekistan,True,0.6645,0.2097,0.1259,0.6581,0.2486,0.0933,0.7605,0.1544,0.0852,44,0.7889,0.1357,0.0754,28703,-0.1024,0.0942,0.0081,0.1024,0.2047,0.2616,0.0569,model_under_concentrated,,False
2026-06-23,Colombia,DR Congo,True,0.7623,0.1636,0.0741,0.7559,0.2026,0.0416,0.6423,0.2282,0.1295,43,0.6617,0.2139,0.1244,16444,0.1136,-0.0256,-0.0879,0.1136,0.2271,0.1883,0.0388,model_over_concentrated,,False
2026-06-23,England,Ghana,True,0.8878,0.0877,0.0245,0.8744,0.1256,0.0,0.7176,0.1813,0.101,44,0.734,0.1626,0.1034,54629,0.1568,-0.0557,-0.101,0.1568,0.3135,0.2808,0.0375,model_over_concentrated,,True
2026-06-23,Panama,Croatia,True,0.2394,0.2619,0.4987,0.233,0.3008,0.4662,0.1469,0.2427,0.6104,44,0.1343,0.2338,0.6318,17024,0.0861,0.0581,-0.1442,0.1442,0.2884,0.3313,0.0429,model_under_concentrated,,False
2026-06-24,Mexico,Czech Republic,False,0.7125,0.1884,0.0991,0.7061,0.2274,0.0665,0.5216,0.2707,0.2077,38,0.5423,0.2637,0.194,26844,0.1845,-0.0433,-0.1412,0.1845,0.369,0.3276,0.0414,model_over_concentrated,,True
