date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,lambda_home,lambda_away,scoreline_grid,top_scorelines,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-15,Belgium,Egypt,True,0.5437,0.2511,0.2052,0.5373,0.29,0.1727,1.6517,0.9164,"[[0.07981548788592384, 0.06714043237437073, 0.03220116187405041, 0.009836834811813308, 0.0022537226954739103, 0.00048548728338713325], [0.12351753611647345, 0.11920253655836463, 0.053185120656860534, 0.01624703010388891, 0.003722366104512482, 0.0008018561518155643], [0.10459202548763456, 0.09585254855514452, 0.04392166143489858, 0.013417221710365052, 0.0030740271293913128, 0.0006621937486380574], [0.05758321720463612, 0.052771691697675004, 0.024181103278215654, 0.007386861363747582, 0.0016924079159898419, 0.0003645712594397128], [0.023776862204673885, 0.021790120502369743, 0.009984693258104922, 0.003050131501800058, 0.0006988173250130589, 0.0001505362329561635], [0.010654280100732352, 0.00976403216128838, 0.00447408567943134, 0.0013667470116328984, 0.00031313616808823847, 6.745445119788718e-05]]","[{""score"": ""1-0"", ""prob"": 0.12351753611647345}, {""score"": ""1-1"", ""prob"": 0.11920253655836463}, {""score"": ""2-0"", ""prob"": 0.10459202548763456}]",0.597,0.2411,0.1619,49,0.6119,0.2338,0.1542,869879,-0.0597,0.0489,0.0108,0.0597,0.1194,0.1493,0.0299,model_under_concentrated,,False
2026-06-15,Iran,New Zealand,True,0.656,0.2131,0.1309,0.6496,0.2521,0.0983,1.9453,0.7382,"[[0.07096954542968473, 0.047787521268606296, 0.018617078766534734, 0.004581268402374349, 0.0008455147732006477, 0.0001419804944134866], [0.1302557517522005, 0.10076431771187884, 0.03621610864463178, 0.008912016555940618, 0.0016447937547495002, 0.00027619698426266387], [0.12927100417918203, 0.0954325607496243, 0.03522589504529198, 0.008668345981671398, 0.0015998221328658898, 0.0002686452615583509], [0.08382433482474376, 0.061882175173413476, 0.022841837112095073, 0.005620891866339822, 0.0010373867440489981, 0.00017420001103058314], [0.04076621331341629, 0.030095102558128518, 0.011108650085071795, 0.002733603282554366, 0.0005045113615852795, 8.471853458449356e-05], [0.02286924675608914, 0.016882910395926928, 0.006231789496105836, 0.0015335112810543289, 0.00028302346187123405, 4.752585326804034e-05]]","[{""score"": ""1-0"", ""prob"": 0.1302557517522005}, {""score"": ""2-0"", ""prob"": 0.12927100417918203}, {""score"": ""1-1"", ""prob"": 0.10076431771187884}]",0.4986,0.2873,0.2141,49,0.5025,0.2836,0.2139,772235,0.151,-0.0352,-0.1158,0.151,0.302,0.2942,0.0078,model_over_concentrated,,True
2026-06-15,Spain,Cape Verde,True,0.9373,0.0517,0.011,0.9112,0.0888,0.0,3.5393,0.2904,"[[0.022342943296931674, 0.0057101081289704925, 0.0009167454801781584, 8.87443926372507e-05, 6.443091944416238e-06, 3.931223021063021e-07], [0.07634018135088304, 0.022948578986829064, 0.003244656735917374, 0.00031409491246075534, 2.2804172073498924e-05, 1.391386107865698e-06], [0.1361638871620955, 0.03954352127150591, 0.005741941226635794, 0.0005558413951684345, 4.035564511914352e-05, 2.462281191869604e-06], [0.16064257863710327, 0.04665240804915998, 0.006774191485378204, 0.0006557670825510845, 4.761053043958413e-05, 2.904934694767463e-06], [0.14214142205225785, 0.04127946450143821, 0.005994009926603342, 0.0005802425884823454, 4.21272402295822e-05, 2.5703742556073462e-06], [0.21032491365299227, 0.061080715821984696, 0.008869262752869728, 0.0008585778203025898, 6.233515913797621e-05, 3.80335116647232e-06]]","[{""score"": ""3-0"", ""prob"": 0.16064257863710327}, {""score"": ""4-0"", ""prob"": 0.14214142205225785}, {""score"": ""2-0"", ""prob"": 0.1361638871620955}]",0.8904,0.0777,0.0318,49,0.9114,0.0642,0.0244,4835806,0.0208,0.0111,-0.0318,0.0318,0.0637,0.0492,0.0419,model_over_concentrated,,False
2026-06-15,Saudi Arabia,Uruguay,True,0.1154,0.2019,0.6827,0.109,0.2408,0.6502,0.6971,2.0251,"[[0.06823703642343605, 0.13060870977657954, 0.13478539350223362, 0.09098515463064599, 0.04606377301757875, 0.027361568289269615], [0.043314374987916245, 0.09529534746892245, 0.09395506990523153, 0.06342316731463177, 0.03210974795940043, 0.01907297218591042], [0.01596980769379622, 0.032340642810475995, 0.03274670545347578, 0.02210524435853902, 0.011191396692827989, 0.006647613619194033], [0.0037106998002689453, 0.007514581209642326, 0.007608932788394356, 0.00513631268446592, 0.00260040159963477, 0.0015446208872377909], [0.000646655861723288, 0.0013095502867838272, 0.001325992738274628, 0.0008950944252652379, 0.0004531665259249918, 0.0002691778383150664], [0.00010176836168542509, 0.00020609228976214996, 0.00020867994333394565, 0.00014086672464430533, 7.131770953279719e-05, 4.236223504469011e-05]]","[{""score"": ""0-2"", ""prob"": 0.13478539350223362}, {""score"": ""0-1"", ""prob"": 0.13060870977657954}, {""score"": ""1-1"", ""prob"": 0.09529534746892245}]",0.1214,0.2231,0.6556,49,0.1144,0.2239,0.6617,833704,-0.0124,0.0177,-0.0054,0.0177,0.0355,0.0338,0.0139,model_under_concentrated,,False
2026-06-16,France,Senegal,True,0.6547,0.2136,0.1316,0.6484,0.2526,0.0991,1.9416,0.7402,"[[0.07109377952756232, 0.04800290659230817, 0.018749040595688857, 0.004626083435636525, 0.0008560697217111801, 0.0001441893396859998], [0.13022508032370314, 0.10101557327380031, 0.036403535168976126, 0.008982101787252799, 0.0016621631417542708, 0.0002799610823530721], [0.12900208740688515, 0.09548879314700749, 0.035340938274559, 0.008719919737620234, 0.0016136456177213876, 0.0002717891898353488], [0.08349106365950446, 0.06180102250795477, 0.02287290528843288, 0.005643593747619959, 0.0010443628603320275, 0.00017590388656995584], [0.04052700532478002, 0.02999854425703693, 0.011102629596359008, 0.0027394303514140517, 0.0005069392740555938, 8.538467993105468e-05], [0.022674131756488018, 0.016783646843281392, 0.00621172189491635, 0.0015326620910651172, 0.00028362342098459293, 4.7771195212356866e-05]]","[{""score"": ""1-0"", ""prob"": 0.13022508032370314}, {""score"": ""2-0"", ""prob"": 0.12900208740688515}, {""score"": ""1-1"", ""prob"": 0.10101557327380031}]",0.6522,0.2179,0.1299,49,0.6617,0.2139,0.1244,744256,-0.0038,0.0347,-0.0308,0.0347,0.0693,0.0773,0.019,model_under_concentrated,,False
2026-06-16,Iraq,Norway,True,0.1154,0.202,0.6826,0.109,0.2409,0.6501,0.6973,2.0247,"[[0.06825165092705932, 0.13060836511620955, 0.1347578363294345, 0.0909476695720641, 0.04603523712918942, 0.027336485530171928], [0.043337052357335926, 0.09532430323283422, 0.09396410919413761, 0.06341610245010407, 0.03209950653860669, 0.019061218117673057], [0.015982781826940767, 0.032360198116096445, 0.03275970458246101, 0.02210942880056703, 0.011191191620567587, 0.006645514759541628], [0.003714831230398998, 0.007521386194544805, 0.0076142423139655075, 0.0051388298660365525, 0.0026011359341330336, 0.001544597557429589], [0.0006475705177502175, 0.0013111303448575722, 0.0013273170520321754, 0.000895802396014138, 0.0004534308126359501, 0.0002692547192441278], [0.00010194682923861156, 0.0002064108505759903, 0.00020895911895299696, 0.0001410258981759547, 7.138347463364976e-05, 4.2388688385377294e-05]]","[{""score"": ""0-2"", ""prob"": 0.1347578363294345}, {""score"": ""0-1"", ""prob"": 0.13060836511620955}, {""score"": ""1-1"", ""prob"": 0.09532430323283422}]",0.0628,0.1332,0.804,49,0.0547,0.1244,0.8209,237429,0.0462,0.1077,-0.1539,0.1539,0.3078,0.3416,0.0338,model_under_concentrated,,True
2026-06-16,Argentina,Algeria,True,0.7447,0.1727,0.0826,0.7383,0.2116,0.0501,2.2336,0.6019,"[[0.060826470668666706, 0.033195992995477173, 0.010630635941197604, 0.0021326916059332085, 0.0003208914436899789, 4.2860340427382084e-05], [0.12897038792933266, 0.08103372084387514, 0.02374408348305177, 0.004763478668161134, 0.0007167278862823619, 9.573082051243036e-05], [0.14641023507491185, 0.08811736600542334, 0.026516828511889502, 0.005319739843983989, 0.0008004246811128429, 0.00010690990674129511], [0.10900498219238575, 0.0656049210449428, 0.0197422428716007, 0.00396063940929335, 0.0005959301825204311, 7.959629649226221e-05], [0.060867087622064685, 0.03663300885305867, 0.011023833980367737, 0.002211574013556423, 0.00033276033724849154, 4.444562675525838e-05], [0.04171674019315312, 0.025107324377099675, 0.007555452972334184, 0.001515756086677252, 0.00022806539753923006, 3.0461892239424927e-05]]","[{""score"": ""2-0"", ""prob"": 0.14641023507491185}, {""score"": ""1-0"", ""prob"": 0.12897038792933266}, {""score"": ""3-0"", ""prob"": 0.10900498219238575}]",0.6863,0.2072,0.1065,49,0.7015,0.204,0.0945,499596,0.052,0.0044,-0.0564,0.0564,0.1128,0.0888,0.0304,model_over_concentrated,,False
2026-06-16,Austria,Jordan,True,0.4524,0.2701,0.2774,0.446,0.3091,0.2449,1.4439,1.0734,"[[0.08405432192067183, 0.08322577511802216, 0.04648025663831434, 0.01663100146987443, 0.004463027367349476, 0.0011598382334111561], [0.11311220987598178, 0.12841743324265628, 0.06711115067872045, 0.024012897653898187, 0.006444002761519738, 0.001674648207110672], [0.08409662647323779, 0.09027130353675823, 0.048449673809559876, 0.017335674426494495, 0.004652130512828915, 0.0012089817945261806], [0.040474685949168136, 0.04344648310042548, 0.023318240148498943, 0.008343449761955425, 0.002239013969974334, 0.0005818682687263436], [0.014609981440858833, 0.015682698874179876, 0.008417089541619056, 0.0030117008524290266, 0.0008082076927843587, 0.00021003460330224654], [0.005488382718232754, 0.005891359535583189, 0.003161962180790017, 0.0011313749423891575, 0.0003036111409022905, 7.890155724435736e-05]]","[{""score"": ""1-1"", ""prob"": 0.12841743324265628}, {""score"": ""1-0"", ""prob"": 0.11311220987598178}, {""score"": ""2-1"", ""prob"": 0.09027130353675823}]",0.7146,0.1791,0.1063,49,0.7286,0.1759,0.0955,173733,-0.2686,0.13,0.1386,0.2686,0.5372,0.5652,0.028,model_under_concentrated,,True
2026-06-17,Portugal,DR Congo,True,0.7755,0.1565,0.068,0.7691,0.1955,0.0354,2.3536,0.5543,"[[0.0565186561800902, 0.02833822284492615, 0.008386565760574257, 0.001549497417088627, 0.00021471323728700415, 2.618797828703881e-05], [0.1265711296987636, 0.0731444907283475, 0.019738272292951935, 0.003646832661767242, 0.000505340143208022, 6.163493627647782e-05], [0.15120919652085466, 0.08381199151286485, 0.02322758827828215, 0.004291516822248327, 0.0005946737694522217, 7.253071100348458e-05], [0.11862655820963612, 0.06575213888194396, 0.018222495168030838, 0.003366778488581287, 0.0004665331484513134, 5.690175471340786e-05], [0.06979863313434455, 0.03868787469589147, 0.010721926642919601, 0.001980977448184949, 0.000274503252604009, 3.348040069512018e-05], [0.051762487507127794, 0.02869082875547077, 0.007951353328628164, 0.0014690878002755637, 0.00020357090884906472, 2.4828979378137007e-05]]","[{""score"": ""2-0"", ""prob"": 0.15120919652085466}, {""score"": ""1-0"", ""prob"": 0.1265711296987636}, {""score"": ""3-0"", ""prob"": 0.11862655820963612}]",0.7429,0.1693,0.0878,47,0.7612,0.1642,0.0746,222557,0.0262,0.0262,-0.0524,0.0524,0.1048,0.0784,0.0366,model_over_concentrated,,False
2026-06-17,Uzbekistan,Colombia,True,0.1384,0.2181,0.6434,0.132,0.257,0.6109,0.7577,1.9094,"[[0.07216826137763979, 0.1299018012213821, 0.12660476013119584, 0.080578004720732, 0.038463096715593725, 0.02101818655111524], [0.04991445043410315, 0.10319799657040268, 0.09593090820470566, 0.06105553350579117, 0.029144242258101, 0.01592589190623642], [0.01993846035726821, 0.03806969069236948, 0.03634436469625315, 0.023131487212897345, 0.011041581793055692, 0.006033680222418349], [0.005035920735508374, 0.009615383601181974, 0.009179612493299684, 0.005842393746120562, 0.002788807646533814, 0.0015239459215529141], [0.0009539539613352781, 0.0018214411540335418, 0.0017388930766445107, 0.001106724063088244, 0.0005282835536021359, 0.00028868092352517645], [0.000165003003932535, 0.0003150500695874234, 0.0003007719374237074, 0.0001914272620435183, 9.137587012112683e-05, 4.993240920452689e-05]]","[{""score"": ""0-1"", ""prob"": 0.1299018012213821}, {""score"": ""0-2"", ""prob"": 0.12660476013119584}, {""score"": ""1-1"", ""prob"": 0.10319799657040268}]",0.1074,0.2034,0.6892,48,0.0936,0.202,0.7044,87174,0.0246,0.0536,-0.0783,0.0783,0.1565,0.1869,0.0304,model_under_concentrated,,False
