date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-11,Mexico,South Africa,False,0.8253,0.128,0.0467,0.8189,0.1669,0.0142,0.6355,0.226,0.1385,42.0,0.6884,0.206,0.1055,399073,0.1834,-0.0591,-0.1243,0.1834,0.3668,0.2609,0.1059,model_over_concentrated,,True
2026-06-11,South Korea,Czech Republic,True,0.496,0.2624,0.2415,0.4896,0.3014,0.209,0.3538,0.2997,0.3465,42.0,0.3596,0.3103,0.33,136863,0.1358,0.0017,-0.1375,0.1375,0.275,0.2599,0.0329,model_over_concentrated,,False
2026-06-12,Canada,Bosnia and Herzegovina,False,0.8048,0.1401,0.0551,0.7984,0.179,0.0226,0.517,0.263,0.22,44.0,0.5323,0.2637,0.204,100524,0.2814,-0.084,-0.1974,0.2814,0.5628,0.5322,0.032,model_over_concentrated,,True
2026-06-12,USA,Paraguay,False,0.4553,0.2697,0.275,0.4489,0.3086,0.2425,0.4746,0.2724,0.253,44.0,0.4877,0.2808,0.2315,230776,-0.0257,0.0362,-0.0105,0.0362,0.0724,0.0776,0.043,model_under_concentrated,,False
2026-06-13,Qatar,Switzerland,True,0.0462,0.1272,0.8266,0.0398,0.1661,0.7941,0.094,0.1719,0.7341,44.0,0.0663,0.1355,0.7982,79548,-0.0542,-0.0058,0.06,0.06,0.12,0.0612,0.1282,model_over_concentrated,,False
2026-06-13,Brazil,Morocco,True,0.3727,0.2769,0.3505,0.3663,0.3158,0.3179,0.586,0.2428,0.1712,44.0,0.5961,0.2414,0.1626,128616,-0.2197,0.073,0.1467,0.2197,0.4394,0.4595,0.0201,model_under_concentrated,,True
2026-06-13,Haiti,Scotland,True,0.2661,0.268,0.4658,0.2597,0.307,0.4333,0.1349,0.2041,0.661,44.0,0.1429,0.2118,0.6453,99700,0.1248,0.1029,-0.2277,0.2277,0.4554,0.424,0.0314,model_under_concentrated,,True
2026-06-13,Australia,Turkey,True,0.3608,0.277,0.3623,0.3544,0.3159,0.3297,0.2123,0.2661,0.5216,41.0,0.1841,0.2637,0.5522,34141,0.1421,0.0498,-0.1919,0.1919,0.3838,0.445,0.0612,disagree_on_favorite,,True
2026-06-14,Germany,Curaçao,True,0.8356,0.1217,0.0427,0.8292,0.1606,0.0101,0.9221,0.057,0.021,37.0,0.9416,0.0389,0.0195,268916,-0.0929,0.1036,-0.0109,0.1036,0.2074,0.2435,0.0391,model_under_concentrated,,False
2026-06-14,Ivory Coast,Ecuador,True,0.1671,0.2345,0.5984,0.1607,0.2734,0.5659,0.2709,0.3183,0.4109,40.0,0.2663,0.3367,0.397,38902,-0.1102,-0.0449,0.155,0.155,0.3101,0.3378,0.0369,model_over_concentrated,,True
2026-06-14,Netherlands,Japan,True,0.3611,0.277,0.362,0.3547,0.3159,0.3294,0.4735,0.2634,0.2631,41.0,0.4778,0.2611,0.2611,134584,-0.1188,0.0525,0.0663,0.1188,0.2376,0.2462,0.0086,model_under_concentrated,,False
2026-06-14,Sweden,Tunisia,True,0.4039,0.2754,0.3206,0.3975,0.3144,0.2881,0.4826,0.2832,0.2342,40.0,0.4975,0.2808,0.2217,8329,-0.0851,0.0312,0.0539,0.0851,0.1702,0.2,0.0298,model_under_concentrated,,False
2026-06-15,Belgium,Egypt,True,0.5061,0.2603,0.2336,0.4998,0.2992,0.201,0.5629,0.2432,0.1938,40.0,0.5821,0.2438,0.1741,11878,-0.0631,0.056,0.0072,0.0631,0.1263,0.1646,0.0395,model_under_concentrated,,False
2026-06-15,Iran,New Zealand,True,0.6077,0.2313,0.161,0.6013,0.2702,0.1284,0.5115,0.2704,0.2181,37.0,0.4975,0.2864,0.2161,52518,0.0898,-0.0002,-0.0897,0.0898,0.1797,0.2077,0.032,model_over_concentrated,,False
2026-06-15,Spain,Cape Verde,True,0.9386,0.0507,0.0107,0.9122,0.0878,0.0,0.8703,0.0929,0.0368,39.0,0.8946,0.0721,0.0333,113994,0.0419,-0.0051,-0.0368,0.0419,0.0838,0.0666,0.0486,model_over_concentrated,,False
2026-06-15,Saudi Arabia,Uruguay,True,0.1053,0.1938,0.701,0.0989,0.2327,0.6685,0.1492,0.2257,0.6251,42.0,0.1244,0.2139,0.6617,21291,-0.0503,0.007,0.0434,0.0503,0.1007,0.0511,0.0732,model_over_concentrated,,False
