date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-11,Mexico,South Africa,False,0.838,0.1202,0.0418,0.8316,0.1592,0.0092,0.6796,0.211,0.1094,46,0.6915,0.204,0.1045,594010,0.152,-0.0518,-0.1002,0.152,0.304,0.2802,0.0238,model_over_concentrated,,True
2026-06-11,South Korea,Czech Republic,True,0.4734,0.2667,0.2598,0.467,0.3057,0.2273,0.3617,0.3042,0.3341,43,0.3632,0.3134,0.3234,262801,0.1053,0.0015,-0.1068,0.1068,0.2136,0.2076,0.0214,model_over_concentrated,,False
2026-06-12,Canada,Bosnia and Herzegovina,False,0.8059,0.1395,0.0546,0.7995,0.1784,0.0221,0.53,0.2619,0.2081,43,0.5369,0.2611,0.202,114735,0.2695,-0.0835,-0.186,0.2695,0.539,0.5252,0.0138,model_over_concentrated,,True
2026-06-12,USA,Paraguay,False,0.4504,0.2704,0.2792,0.444,0.3094,0.2467,0.4824,0.2787,0.2389,43,0.4877,0.2808,0.2315,370311,-0.0384,0.0307,0.0078,0.0384,0.0769,0.0875,0.0148,model_under_concentrated,,False
2026-06-13,Qatar,Switzerland,True,0.0404,0.1179,0.8417,0.034,0.1569,0.8091,0.0722,0.1489,0.7789,43,0.063,0.136,0.801,124137,-0.0382,0.008,0.0302,0.0382,0.0764,0.058,0.0442,model_over_concentrated,,False
2026-06-13,Brazil,Morocco,True,0.3907,0.2762,0.3331,0.3843,0.3152,0.3005,0.5758,0.2492,0.175,43,0.5821,0.2438,0.1741,186805,-0.1915,0.066,0.1255,0.1915,0.383,0.3956,0.0126,model_under_concentrated,,True
2026-06-13,Haiti,Scotland,True,0.2507,0.2647,0.4847,0.2443,0.3036,0.4521,0.1517,0.2191,0.6292,43,0.1457,0.2161,0.6382,131172,0.0926,0.0845,-0.1771,0.1771,0.3542,0.3722,0.018,model_under_concentrated,,True
2026-06-13,Australia,Turkey,True,0.3302,0.2761,0.3938,0.3238,0.315,0.3612,0.1884,0.2559,0.5558,43,0.1759,0.2563,0.5678,59020,0.1354,0.0591,-0.1946,0.1946,0.3891,0.4132,0.0249,model_under_concentrated,,True
2026-06-14,Germany,Curaçao,True,0.8461,0.1152,0.0387,0.8397,0.1541,0.0062,0.8988,0.069,0.0322,38,0.9331,0.0439,0.023,408289,-0.0591,0.0851,-0.026,0.0851,0.1702,0.2204,0.0686,model_under_concentrated,,False
2026-06-14,Ivory Coast,Ecuador,True,0.1756,0.2386,0.5858,0.1692,0.2776,0.5533,0.2678,0.3354,0.3967,43,0.2663,0.3367,0.397,44390,-0.0986,-0.0578,0.1566,0.1566,0.313,0.3125,0.0031,model_over_concentrated,,True
