date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,lambda_home,lambda_away,scoreline_grid,top_scorelines,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-30,France,Sweden,True,0.8027,0.1413,0.056,0.7963,0.1803,0.0234,2.4729,0.5117,"[[0.052293148587816765, 0.02414566752931534, 0.006619311652536486, 0.0011289770532816913, 0.00014441711469517318, 1.6137603618087647e-05], [0.12331454882763766, 0.06570826494977175, 0.01636865897968311, 0.0027918069659062144, 0.00035712391640741565, 3.990610266439952e-05], [0.15460598129170097, 0.07910789565779557, 0.020238735601041693, 0.003451879784547637, 0.0004415594783878945, 4.93411868189854e-05], [0.12743986670242227, 0.06520769502906519, 0.01668254840901663, 0.0028453433427361877, 0.00036397221243836183, 4.067135190123686e-05], [0.07878537180179722, 0.04031244405802142, 0.010313419285621976, 0.0017590369400235584, 0.00022501346575823128, 2.51436827747386e-05], [0.06305213803025742, 0.03226215386122497, 0.008253856286886517, 0.0014077618396180114, 0.00018007886206777995, 2.0122554741382325e-05]]","[{""score"": ""2-0"", ""prob"": 0.15460598129170097}, {""score"": ""3-0"", ""prob"": 0.12743986670242227}, {""score"": ""1-0"", ""prob"": 0.12331454882763766}]",0.7409,0.1636,0.0955,48,0.7688,0.1558,0.0754,3033871,0.0554,0.0167,-0.0721,0.0721,0.1442,0.104,0.0558,model_over_concentrated,,False
2026-06-30,Ivory Coast,Norway,True,0.2021,0.2499,0.5481,0.1957,0.2888,0.5155,0.9093,1.6621,"[[0.0795472226263578, 0.1239150136829251, 0.10557302417590628, 0.058491876263839435, 0.0243052115981142, 0.010983561347089294], [0.06637582651348277, 0.11862742557053814, 0.0959949775406873, 0.05318523734722527, 0.02210013646663254, 0.009987084608600462], [0.03159485527016229, 0.05251461856270304, 0.043642946600084706, 0.0241800199648358, 0.010047557699141296, 0.004540506299706533], [0.00957614392418712, 0.01591675420507947, 0.013227822515544548, 0.0073287675886795165, 0.0030453331022034214, 0.0013761905678273648], [0.0021768385629387997, 0.003618179156948754, 0.0030069341463027106, 0.001665967432419078, 0.0006922617899598014, 0.00031283413467008303], [0.0004646377737957729, 0.0007722863501689076, 0.0006418184662267324, 0.0003555943064378829, 0.00014776060220862694, 6.677323636907703e-05]]","[{""score"": ""0-1"", ""prob"": 0.1239150136829251}, {""score"": ""1-1"", ""prob"": 0.11862742557053814}, {""score"": ""0-2"", ""prob"": 0.10557302417590628}]",0.2727,0.2779,0.4494,48,0.2637,0.2836,0.4527,3883734,-0.077,0.0109,0.0661,0.077,0.154,0.136,0.018,model_over_concentrated,,False
2026-06-30,Mexico,Ecuador,True,0.3678,0.2769,0.3552,0.3614,0.3159,0.3227,1.2633,1.2368,"[[0.08554028696896777, 0.09805243615394107, 0.06277755995726264, 0.025881390439579273, 0.00800261715581921, 0.0024725721013150416], [0.10022421406513726, 0.1317037180045046, 0.079305265555207, 0.03269529021430811, 0.010109498985162073, 0.003123536295973868], [0.06549237812166375, 0.08100189670340524, 0.05009214398475756, 0.020651556659859443, 0.006385534115965766, 0.001972941251556861], [0.0275782750095015, 0.034109199385429084, 0.021093369369805014, 0.00869619221769432, 0.0026888932877886505, 0.0008307885279711226], [0.008709730135545123, 0.01077231703883712, 0.006661676801651998, 0.002746418599308698, 0.000849202312031812, 0.00026237840749076115], [0.00276277736059665, 0.003417041994746721, 0.002113122859697435, 0.0008711800493020366, 0.00026937194215386346, 8.322796606137416e-05]]","[{""score"": ""1-1"", ""prob"": 0.1317037180045046}, {""score"": ""1-0"", ""prob"": 0.10022421406513726}, {""score"": ""0-1"", ""prob"": 0.09805243615394107}]",0.4246,0.3307,0.2447,48,0.4328,0.3333,0.2338,1501094,-0.0632,-0.0148,0.078,0.078,0.156,0.1777,0.0217,model_under_concentrated,,False
2026-07-01,England,DR Congo,True,0.7835,0.1522,0.0644,0.7771,0.1911,0.0318,2.3871,0.5418,"[[0.05532202092583525, 0.027097427833390638, 0.007847004127858404, 0.0014172762532726768, 0.00019198460444535675, 2.283977144384258e-05], [0.12573673872598842, 0.07100763608158217, 0.0187316700668313, 0.003383195769657898, 0.00045828856590177493, 5.4521070222076765e-05], [0.15230191005258922, 0.08252342305235277, 0.022357288066597737, 0.004038031960741863, 0.0005469928441477829, 6.507392391095931e-05], [0.12118718953836467, 0.06566419099633682, 0.017789776277625464, 0.0032130768709297563, 0.00043524421628709305, 5.1779560402620684e-05], [0.07232181905894872, 0.03918692856876532, 0.010616542771150797, 0.0019174928056922302, 0.000259744066816601, 3.090088987668731e-05], [0.054806706951266174, 0.029696522271348696, 0.008045397033221456, 0.0014531087250042249, 0.00019683848024818314, 2.3417220944408683e-05]]","[{""score"": ""2-0"", ""prob"": 0.15230191005258922}, {""score"": ""1-0"", ""prob"": 0.12573673872598842}, {""score"": ""3-0"", ""prob"": 0.12118718953836467}]",0.7521,0.1762,0.0717,46,0.7612,0.1741,0.0647,444507,0.025,0.0149,-0.0399,0.0399,0.0798,0.0658,0.0182,model_over_concentrated,,False
2026-07-01,USA,Bosnia and Herzegovina,True,0.6694,0.2076,0.123,0.663,0.2465,0.0905,1.9846,0.7176,"[[0.06963654458711485, 0.04554471661940847, 0.01726756393378984, 0.004130620159335392, 0.0007410725232926593, 0.00012051745224734268], [0.13050242781142782, 0.09808262025821127, 0.03426865525264253, 0.008197496691637423, 0.0014707088339326792, 0.00023917508218454067], [0.13205418452240353, 0.09476710417364329, 0.03400423873707132, 0.008134244909633456, 0.0014593608629539147, 0.00023732961024009326], [0.08735683739020396, 0.06269058825495215, 0.022494574970686042, 0.005380987451725856, 0.000965400301851582, 0.00015699891862273386], [0.04334139656243081, 0.031103434229804647, 0.011160503555697206, 0.0026697339099053413, 0.00047897564259499943, 7.789375846456365e-05], [0.02501192075805107, 0.01794950541426428, 0.0064406238076097164, 0.0015406788496870058, 0.0002764124317121638, 4.495177056549298e-05]]","[{""score"": ""2-0"", ""prob"": 0.13205418452240353}, {""score"": ""1-0"", ""prob"": 0.13050242781142782}, {""score"": ""1-1"", ""prob"": 0.09808262025821127}]",0.697,0.1947,0.1084,48,0.7186,0.1859,0.0955,582934,-0.034,0.0518,-0.0179,0.0518,0.1037,0.1212,0.0433,model_under_concentrated,,False
2026-07-01,Belgium,Senegal,True,0.3794,0.2767,0.3439,0.373,0.3156,0.3114,1.2875,1.2132,"[[0.08548730606303694, 0.09605501670651044, 0.06036436714466909, 0.024410909413424026, 0.007403695175362471, 0.0022335660612795663], [0.10215296981506873, 0.13158605666676565, 0.07772021529380677, 0.03142948770724382, 0.009532391545161854, 0.002875756731443151], [0.06798893122784405, 0.08248268240802652, 0.050033091963336516, 0.02023301714840196, 0.0061365633253414285, 0.001851294421464948], [0.029178993185168138, 0.035399315512295235, 0.02147283716725343, 0.008683458598725968, 0.0026336454510577584, 0.0007945250253550496], [0.00939212046642016, 0.011394314862422724, 0.006911666627797882, 0.0027950275291150806, 0.0008477165468048823, 0.0002557413377618964], [0.0030507828613860963, 0.0037011429552889484, 0.002245072789162916, 0.0009078910469061223, 0.00027535838382314516, 8.307083506663397e-05]]","[{""score"": ""1-1"", ""prob"": 0.13158605666676565}, {""score"": ""1-0"", ""prob"": 0.10215296981506873}, {""score"": ""0-1"", ""prob"": 0.09605501670651044}]",0.4322,0.2983,0.2695,48,0.4428,0.2935,0.2637,458356,-0.0592,0.0173,0.0419,0.0592,0.1184,0.1396,0.0212,model_under_concentrated,,False
2026-07-02,Portugal,Croatia,True,0.5139,0.2585,0.2276,0.5075,0.2975,0.1951,1.5816,0.9661,"[[0.08148816568413185, 0.07237840801934656, 0.03652232580498732, 0.011761506452109322, 0.0028407220304433435, 0.0006511144297873382], [0.12054789003259044, 0.12281028715513694, 0.057764376112555776, 0.01860221295811121, 0.0044929377355082, 0.0010298144487121375], [0.09788365750895765, 0.09456620661248692, 0.04568059500768647, 0.014710799519939933, 0.0035530561031350025, 0.0008143866502257228], [0.05160485888194187, 0.049855878615808306, 0.02408308719766699, 0.00775562287501942, 0.0018731927623886007, 0.00042934958939790146], [0.02040479632655811, 0.01971324156053756, 0.00952256240652358, 0.0030666086213394055, 0.0007406689529829769, 0.00016976678387199706], [0.008631852765750514, 0.008339303953980564, 0.004028335070357819, 0.0012972692148428798, 0.0003133256146247493, 7.181654055476927e-05]]","[{""score"": ""1-1"", ""prob"": 0.12281028715513694}, {""score"": ""1-0"", ""prob"": 0.12054789003259044}, {""score"": ""2-0"", ""prob"": 0.09788365750895765}]",0.5368,0.2707,0.1925,48,0.5423,0.2736,0.1841,626247,-0.0293,0.0268,0.0026,0.0293,0.0587,0.0697,0.0168,model_under_concentrated,,False
2026-07-02,Spain,Austria,True,0.8026,0.1414,0.056,0.7962,0.1803,0.0235,2.4724,0.5118,"[[0.052309631741478416, 0.02416103392430597, 0.006625497073774322, 0.0011303840063531254, 0.0001446421288385358, 1.6168238476580587e-05], [0.12332891078437194, 0.06573667359545311, 0.016380836562018365, 0.002794754182849827, 0.0003576122736307713, 3.997424933277159e-05], [0.15459523481980406, 0.07912703558066567, 0.0202499377392901, 0.0034548661776255705, 0.0004420791483030839, 4.941603910757438e-05], [0.12740675638632695, 0.06521105878553671, 0.01668860548900644, 0.0028472630088059755, 0.0003643312189859985, 4.0725299608972215e-05], [0.07874991227157845, 0.040306851097646174, 0.010315200350986098, 0.0017598887101221588, 0.00022519254352529525, 2.5172242527826342e-05], [0.06300507296441166, 0.03224811331363749, 0.008252833965263504, 0.0014080259062143642, 0.00018016874211774012, 2.0139438018345056e-05]]","[{""score"": ""2-0"", ""prob"": 0.15459523481980406}, {""score"": ""3-0"", ""prob"": 0.12740675638632695}, {""score"": ""1-0"", ""prob"": 0.12332891078437194}]",0.7217,0.1842,0.0941,48,0.7387,0.1759,0.0854,156870,0.0745,-0.0039,-0.0706,0.0745,0.149,0.1238,0.034,model_over_concentrated,,False
2026-07-02,Switzerland,Algeria,True,0.4108,0.2749,0.3143,0.4044,0.3138,0.2818,1.354,1.1512,"[[0.08509724951950366, 0.09056788398701977, 0.0541072426231353, 0.02076206901441932, 0.005975126741745973, 0.0016901453383191465], [0.10713354818458681, 0.1307209247826963, 0.07326240228178714, 0.028112300287248967, 0.008090453658625036, 0.0022884941402961005], [0.07485726272826063, 0.08617284376251627, 0.04959945589431509, 0.01903233793538572, 0.005477326526402075, 0.0015493358208407094], [0.033786129359857045, 0.03889331162476472, 0.022386253142959292, 0.008590068726393542, 0.0024721403885548804, 0.0006992783139133203], [0.01143679145667632, 0.013165600870529579, 0.007577870372940331, 0.002907785724013926, 0.0008368331801014733, 0.00023670957277234319], [0.003958051291358502, 0.004556358636467968, 0.002622553688154802, 0.0010063281370063426, 0.00028961170287132744, 8.192058356031001e-05]]","[{""score"": ""1-1"", ""prob"": 0.1307209247826963}, {""score"": ""1-0"", ""prob"": 0.10713354818458681}, {""score"": ""0-1"", ""prob"": 0.09056788398701977}]",0.4663,0.2939,0.2398,48,0.4673,0.2965,0.2362,164191,-0.0619,0.0199,0.042,0.0619,0.1238,0.1258,0.0072,model_under_concentrated,,False
2026-07-03,Argentina,Cape Verde,True,0.9234,0.0623,0.0144,0.9006,0.0994,0.0,3.3441,0.3132,"[[0.026550905388048926, 0.0073563599295202835, 0.0012662566067251396, 0.0001321879144124604, 1.0349587491140854e-05, 6.836643101623228e-07], [0.08561730072540362, 0.027772257328883738, 0.004234498880258807, 0.000442050665394722, 3.461013858456375e-05, 2.2862473060199126e-06], [0.14437758012305515, 0.04521588539721771, 0.007080310843663496, 0.0007391325888015396, 5.7870021093500874e-05, 3.82272898159791e-06], [0.16093807477319635, 0.05040226840477201, 0.007892441437263205, 0.0008239130739167512, 6.450786731523185e-05, 4.261206221587216e-06], [0.13454857684427401, 0.0421376575626505, 0.006598294186798604, 0.0006888135805968564, 5.3930319191125496e-05, 3.562483480447433e-06], [0.1790873055362855, 0.056086208650425504, 0.008782484027439093, 0.0009168270007691411, 7.178251734188832e-05, 4.741748909535275e-06]]","[{""score"": ""3-0"", ""prob"": 0.16093807477319635}, {""score"": ""2-0"", ""prob"": 0.14437758012305515}, {""score"": ""4-0"", ""prob"": 0.13454857684427401}]",0.8221,0.1254,0.0525,47,0.8404,0.1144,0.0453,873145,0.0785,-0.026,-0.0525,0.0785,0.157,0.1205,0.0365,model_over_concentrated,,False
2026-07-03,Colombia,Ghana,True,0.8684,0.1008,0.0308,0.8605,0.1395,0.0,2.8419,0.4057,"[[0.040081505021959625, 0.01456134834681188, 0.0031995502662588373, 0.0004327255487599572, 4.38932158351168e-05, 3.817385115912899e-06], [0.10926003273680152, 0.04603207276066058, 0.009092953000442314, 0.0012297831724849626, 0.00012474220293893628, 1.084880703692497e-05], [0.15697527263067237, 0.06369071151078746, 0.012920846273331229, 0.001747489437197668, 0.0001772553787413484, 1.5415868526574693e-05], [0.14870514681545263, 0.06033521361211933, 0.012240121070381763, 0.001655424252253575, 0.00016791681057676638, 1.4603694926687931e-05], [0.1056530448338483, 0.042867373223686195, 0.00869644452740887, 0.001176157089972437, 0.00011930267846237297, 1.0375732567911836e-05], [0.1058102780475691, 0.04293116859149909, 0.008709386605161, 0.0011779074508767317, 0.00011948022510638721, 1.0391173767727003e-05]]","[{""score"": ""2-0"", ""prob"": 0.15697527263067237}, {""score"": ""3-0"", ""prob"": 0.14870514681545263}, {""score"": ""1-0"", ""prob"": 0.10926003273680152}]",0.6283,0.244,0.1277,47,0.6382,0.2462,0.1156,192481,0.2322,-0.1045,-0.1277,0.2322,0.4644,0.4446,0.0242,model_over_concentrated,,True
2026-07-03,Australia,Egypt,True,0.5418,0.2516,0.2066,0.5354,0.2905,0.1741,1.6472,0.9195,"[[0.07992878577819106, 0.06746878075778268, 0.032463405514373746, 0.00995031108174432, 0.0022873915040963434, 0.000494682031131464], [0.12334396048605607, 0.11944571829631553, 0.05347293026776703, 0.01638990987501663, 0.003767735530379585, 0.0008148281838052388], [0.10417085234064075, 0.0957877681053104, 0.04403965366719529, 0.013498530021037094, 0.0031030610635438497, 0.0006710825614635045], [0.057195896270325876, 0.05259309226540656, 0.024180348018015316, 0.0074114832079943465, 0.0017037621822520018, 0.00036846361253508296], [0.023552921546627296, 0.021657514905738428, 0.009957319964822972, 0.0030520036213262727, 0.0007015988843505762, 0.00015173107031680829], [0.010515718692566298, 0.009669472803106207, 0.004445664011348369, 0.0013626339928583713, 0.0003132442184823349, 6.774366607619561e-05]]","[{""score"": ""1-0"", ""prob"": 0.12334396048605607}, {""score"": ""1-1"", ""prob"": 0.11944571829631553}, {""score"": ""2-0"", ""prob"": 0.10417085234064075}]",0.2835,0.3314,0.3851,47,0.2836,0.3333,0.3831,94509,0.2519,-0.0409,-0.211,0.2519,0.5038,0.5036,0.004,disagree_on_favorite,,True
