date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-11,Mexico,South Africa,True,0.7632,0.1631,0.0737,0.7568,0.2021,0.0411,0.6266,0.2295,0.1439,42.0,,,,,0.1302,-0.0274,-0.1028,0.1302,0.2604,,,model_over_concentrated,host advantage not modeled in v1,False
2026-06-11,South Korea,Czech Republic,True,0.496,0.2624,0.2415,0.4896,0.3014,0.209,0.3553,0.2976,0.3471,41.0,,,,,0.1343,0.0038,-0.1381,0.1381,0.2762,,,model_over_concentrated,,False
2026-06-12,Canada,Bosnia and Herzegovina,True,0.7379,0.1761,0.086,0.7315,0.215,0.0534,0.5306,0.2565,0.2129,43.0,,,,,0.2009,-0.0415,-0.1595,0.2009,0.4019,,,model_over_concentrated,host advantage not modeled in v1,False
2026-06-12,USA,Paraguay,True,0.3624,0.277,0.3606,0.356,0.3159,0.3281,0.4731,0.2702,0.2566,44.0,,,,,-0.1171,0.0457,0.0715,0.1171,0.2343,,,model_under_concentrated,host advantage not modeled in v1,False
2026-06-13,Qatar,Switzerland,True,0.0462,0.1272,0.8266,0.0398,0.1661,0.7941,0.0946,0.1719,0.7336,44.0,,,,,-0.0548,-0.0058,0.0605,0.0605,0.1211,,,model_over_concentrated,,False
2026-06-13,Brazil,Morocco,True,0.3727,0.2769,0.3505,0.3663,0.3158,0.3179,0.5894,0.2396,0.171,44.0,,,,,-0.2231,0.0762,0.1469,0.2231,0.4462,,,model_under_concentrated,,True
2026-06-13,Haiti,Scotland,True,0.2661,0.268,0.4658,0.2597,0.307,0.4333,0.134,0.2035,0.6624,43.0,,,,,0.1257,0.1035,-0.2291,0.2291,0.4583,,,model_under_concentrated,,True
2026-06-13,Australia,Turkey,True,0.3608,0.277,0.3623,0.3544,0.3159,0.3297,0.214,0.264,0.522,41.0,,,,,0.1404,0.0519,-0.1923,0.1923,0.3846,,,disagree_on_favorite,,True
2026-06-14,Germany,Curaçao,True,0.8356,0.1217,0.0427,0.8292,0.1606,0.0101,0.9208,0.0569,0.0222,37.0,,,,,-0.0916,0.1037,-0.0121,0.1037,0.2074,,,model_under_concentrated,,False
2026-06-14,Ivory Coast,Ecuador,True,0.1671,0.2345,0.5984,0.1607,0.2734,0.5659,0.2899,0.315,0.3951,41.0,,,,,-0.1292,-0.0416,0.1708,0.1708,0.3416,,,model_over_concentrated,,True
2026-06-14,Netherlands,Japan,True,0.3611,0.277,0.362,0.3547,0.3159,0.3294,0.4706,0.2637,0.2657,42.0,,,,,-0.1159,0.0522,0.0637,0.1159,0.2318,,,model_under_concentrated,,False
2026-06-14,Sweden,Tunisia,True,0.4039,0.2754,0.3206,0.3975,0.3144,0.2881,0.4913,0.282,0.2267,40.0,,,,,-0.0938,0.0324,0.0614,0.0938,0.1876,,,model_under_concentrated,,False
2026-06-15,Belgium,Egypt,True,0.5061,0.2603,0.2336,0.4998,0.2992,0.201,0.568,0.2388,0.1932,39.0,,,,,-0.0682,0.0604,0.0078,0.0682,0.1364,,,model_under_concentrated,,False
2026-06-15,Iran,New Zealand,True,0.6077,0.2313,0.161,0.6013,0.2702,0.1284,0.5257,0.263,0.2113,38.0,,,,,0.0756,0.0072,-0.0829,0.0829,0.1657,,,model_over_concentrated,,False
