date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,lambda_home,lambda_away,scoreline_grid,top_scorelines,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-22,France,Iraq,True,0.8411,0.1183,0.0406,0.8347,0.1573,0.0081,2.6705,0.4504,"[[0.045553869338409866, 0.018439415329923724, 0.004475283447377253, 0.0006718957853152947, 7.565620451186608e-05, 7.3616433360611656e-06], [0.11639331781247322, 0.054502310330457514, 0.01195135364313707, 0.0017943140889416559, 0.00020204174016032845, 1.965944815304874e-05], [0.15732886111246736, 0.07086161129204423, 0.01595819075851321, 0.002395879777891231, 0.0002697786984583085, 2.6250517991625793e-05], [0.14005018747501838, 0.0630792206595732, 0.014205579266821346, 0.0021327518021083706, 0.000240150198944385, 2.3367549603091887e-05], [0.09350186071915276, 0.04211364947609359, 0.00948408651204513, 0.001423891431668594, 0.0001603317414864586, 1.56009028458168e-05], [0.08454225047299427, 0.03807820159893872, 0.008575294772124523, 0.0012874501655539615, 0.00014496830483655827, 1.4105980628102354e-05]]","[{""score"": ""2-0"", ""prob"": 0.15732886111246736}, {""score"": ""3-0"", ""prob"": 0.14005018747501838}, {""score"": ""1-0"", ""prob"": 0.11639331781247322}]",0.8931,0.0772,0.0297,49,0.9018,0.0747,0.0234,1569373,-0.0584,0.0801,-0.0216,0.0801,0.1601,0.165,0.0175,model_under_concentrated,,False
2026-06-22,Norway,Senegal,True,0.438,0.2721,0.29,0.4316,0.311,0.2574,1.4124,1.0999,"[[0.08448242859579735, 0.08578145507622945, 0.04904631602217614, 0.017982184358159386, 0.0049446978975642075, 0.0013233731165160786], [0.1111178019840952, 0.1293612727809923, 0.06927254590508779, 0.02539786455849449, 0.006983843841419873, 0.0018691194853853914], [0.08087257832503045, 0.08895258997451554, 0.04891993940995267, 0.017935850041458933, 0.004931956998360278, 0.001319963208805634], [0.038074551083173695, 0.041878594711714, 0.02303135093039961, 0.008444140804798734, 0.002321949572565624, 0.0006214344548234244], [0.013444032608546038, 0.014787231284078915, 0.008132314738281873, 0.0029816058522365027, 0.000819874821393948, 0.0002194270145554597], [0.004909526392886411, 0.005400039138610249, 0.002969779604482226, 0.001088830490892629, 0.0002994039951924769, 8.013092132694606e-05]]","[{""score"": ""1-1"", ""prob"": 0.1293612727809923}, {""score"": ""1-0"", ""prob"": 0.1111178019840952}, {""score"": ""2-1"", ""prob"": 0.08895258997451554}]",0.4292,0.2747,0.296,49,0.4328,0.2736,0.2935,1672721,0.0024,0.0363,-0.0386,0.0386,0.0773,0.0747,0.0072,model_over_concentrated,,False
2026-06-22,Argentina,Austria,True,0.7668,0.1612,0.072,0.7604,0.2001,0.0394,2.3185,0.5677,"[[0.05777546724818848, 0.02969013144759117, 0.008990101538705123, 0.0017011850022846304, 0.00024143473793414435, 3.023162907655276e-05], [0.12737049842580048, 0.07541464585066203, 0.020843155077772665, 0.003944122618186442, 0.0005597558228077132, 7.009070257809894e-05], [0.14994980883632583, 0.08512441092780364, 0.0241619692350357, 0.004572137423736567, 0.0006488846299586877, 8.125110584433831e-05], [0.11588401258139261, 0.06578573446338074, 0.01867282104961105, 0.003533433185730007, 0.0005014701599525384, 6.27923719609063e-05], [0.0671679967926264, 0.03813033310641882, 0.010823028616554398, 0.0020480273645976706, 0.00029065912842491916, 3.639533827420107e-05], [0.048687781774796365, 0.02763937330180158, 0.007845242981595429, 0.0014845449344603517, 0.00021068885319442058, 2.638173493524112e-05]]","[{""score"": ""2-0"", ""prob"": 0.14994980883632583}, {""score"": ""1-0"", ""prob"": 0.12737049842580048}, {""score"": ""3-0"", ""prob"": 0.11588401258139261}]",0.6435,0.2251,0.1314,49,0.6552,0.2217,0.1232,4264635,0.1169,-0.025,-0.092,0.1169,0.2339,0.2106,0.0233,model_over_concentrated,,False
2026-06-22,Jordan,Algeria,True,0.2505,0.2647,0.4848,0.2441,0.3036,0.4523,1.0159,1.5155,"[[0.0828509522676847, 0.11724389509651573, 0.09134819435939877, 0.046146556892040794, 0.01748396392444336, 0.006993360771303599], [0.0775043840565179, 0.12577721886814527, 0.09280302625611023, 0.0468814973400787, 0.017762417467795916, 0.007104738608453549], [0.041049051764951716, 0.062210503970649235, 0.04714051406647295, 0.023814071307526836, 0.009022652862465976, 0.0036089451370489812], [0.013900936066465655, 0.021067094151416388, 0.015963761500037078, 0.008064446521778845, 0.003055449887350166, 0.0012221406697714259], [0.0035305813754926978, 0.005350653358242003, 0.004054500989383248, 0.0020482206778962894, 0.0007760279174330819, 0.0003104011892649638], [0.0008589719687673638, 0.0013017859554871338, 0.0009864388685089398, 0.0004983213700653136, 0.00018880353039955314, 7.551898463562507e-05]]","[{""score"": ""1-1"", ""prob"": 0.12577721886814527}, {""score"": ""0-1"", ""prob"": 0.11724389509651573}, {""score"": ""1-2"", ""prob"": 0.09280302625611023}]",0.1585,0.2308,0.6107,49,0.1542,0.2239,0.6219,394404,0.0856,0.0728,-0.1584,0.1584,0.3168,0.3392,0.0224,model_under_concentrated,,True
2026-06-23,Portugal,Uzbekistan,True,0.6643,0.2097,0.1259,0.6579,0.2486,0.0934,1.9696,0.7254,"[[0.07014624388010554, 0.04638794775267019, 0.017769688517104275, 0.004296655153159197, 0.0007791883417399049, 0.00012826569235623985], [0.13042553659669281, 0.09910494144475733, 0.03499990039688459, 0.00846286654127795, 0.0015347210124173, 0.000252637318458602], [0.13101165257175046, 0.0950346245413049, 0.03446861284632875, 0.008334402871827146, 0.001511424427049122, 0.0002488023629135625], [0.08601529108456844, 0.06239468575939203, 0.022630260049841994, 0.005471926160489138, 0.000992320984377766, 0.0001633504138635153], [0.04235480292284159, 0.03072377696395188, 0.01114336988712083, 0.0026944320156749193, 0.0004886289309676097, 8.043540281403573e-05], [0.024181889743692418, 0.01754131611485813, 0.006362153129939757, 0.0015383487450909019, 0.00027897593941736366, 4.5923482299796835e-05]]","[{""score"": ""2-0"", ""prob"": 0.13101165257175046}, {""score"": ""1-0"", ""prob"": 0.13042553659669281}, {""score"": ""1-1"", ""prob"": 0.09910494144475733}]",0.8007,0.1372,0.0621,49,0.8191,0.1256,0.0553,311285,-0.1428,0.1114,0.0313,0.1428,0.2855,0.3223,0.0368,model_under_concentrated,,False
2026-06-23,Colombia,DR Congo,True,0.7579,0.1659,0.0762,0.7515,0.2049,0.0437,2.2832,0.5816,"[[0.05904127837520003, 0.03110474950284485, 0.0096390049332154, 0.0018685854466617337, 0.000271678321232425, 3.493716562935371e-05], [0.12809393303148287, 0.07772748007331996, 0.02200777630449253, 0.004266354338532708, 0.000620295949829831, 7.976853743836955e-05], [0.1485648590066132, 0.08640086876659747, 0.02512407770430589, 0.00487047016619837, 0.0007081298640794347, 9.106376333674942e-05], [0.11306776326600694, 0.0657568219093057, 0.01912109828085772, 0.0037067525350752916, 0.0005389340411231374, 6.93055955756868e-05], [0.06453907997891031, 0.03753399435681184, 0.010914323018220453, 0.0021158143701881806, 0.00030762355404142464, 3.9559634387762006e-05], [0.04571308820311444, 0.026585361849112452, 0.007730624777611182, 0.0014986332150603177, 0.00021789003908711472, 2.802012449885651e-05]]","[{""score"": ""2-0"", ""prob"": 0.1485648590066132}, {""score"": ""1-0"", ""prob"": 0.12809393303148287}, {""score"": ""3-0"", ""prob"": 0.11306776326600694}]",0.6313,0.2323,0.1364,47,0.6482,0.2261,0.1256,115089,0.1202,-0.0274,-0.0927,0.1202,0.2403,0.2064,0.0339,model_over_concentrated,,False
2026-06-23,England,Ghana,True,0.8855,0.0893,0.0252,0.8727,0.1273,0.0,2.9696,0.3771,"[[0.03627577225049845, 0.012213690941191476, 0.0025036646032186604, 0.00031471533499571647, 2.9670230775160993e-05, 2.3863572099597335e-06], [0.1034968188067803, 0.040495339367333, 0.007434771305601369, 0.0009345646933102895, 8.810740069342746e-05, 7.086420476095233e-06], [0.1552505180064994, 0.05854584362441466, 0.011038983475568573, 0.0013876209209729854, 0.00013081991366664826, 1.0521759892951892e-05], [0.1536750163434547, 0.05795171308508366, 0.01092695849138557, 0.0013735391704143367, 0.0001294923368302699, 1.0414983758338233e-05], [0.11408662730116824, 0.04302270889254908, 0.008112052763058887, 0.001019700242415432, 9.613367430718071e-05, 7.731968400964239e-06], [0.12305887512870561, 0.046406194017207456, 0.008750018399365135, 0.0010998937190846954, 0.00010369402709225207, 8.340042619031937e-06]]","[{""score"": ""2-0"", ""prob"": 0.1552505180064994}, {""score"": ""3-0"", ""prob"": 0.1536750163434547}, {""score"": ""4-0"", ""prob"": 0.11408662730116824}]",0.7867,0.1462,0.0672,49,0.791,0.1443,0.0647,703125,0.086,-0.0189,-0.0672,0.086,0.1721,0.1634,0.0087,model_over_concentrated,,False
2026-06-23,Panama,Croatia,True,0.2409,0.2623,0.4968,0.2345,0.3012,0.4643,0.9951,1.5426,"[[0.08231968994352977, 0.11865734680316517, 0.09404821468436236, 0.04836003166610276, 0.018650215774393557, 0.007634703624146582], [0.07538341799373334, 0.12461767928694563, 0.0935915189050605, 0.048125196561332975, 0.0185596507928485, 0.00759762969421532], [0.039138834088731096, 0.060376114387424656, 0.04656852041452277, 0.023945750904980537, 0.009234762796294853, 0.0037803678971804777], [0.012982925629622357, 0.020027643161787397, 0.015447461614534289, 0.007943156979076575, 0.003063306339675039, 0.0012540035083936558], [0.0032299702168345147, 0.0049825973568212115, 0.003843112281780164, 0.0019761463018412766, 0.0007621077501680591, 0.0003119785246767461], [0.0007667522730169618, 0.001182802810056594, 0.0009123041018013561, 0.00046911103416793305, 0.00018091431514742694, 7.405958162760024e-05]]","[{""score"": ""1-1"", ""prob"": 0.12461767928694563}, {""score"": ""0-1"", ""prob"": 0.11865734680316517}, {""score"": ""0-2"", ""prob"": 0.09404821468436236}]",0.1421,0.2382,0.6197,49,0.1357,0.2362,0.6281,164895,0.0924,0.063,-0.1554,0.1554,0.3108,0.3276,0.0168,model_under_concentrated,,True
2026-06-24,Mexico,Czech Republic,False,0.7138,0.1878,0.0984,0.7074,0.2268,0.0659,2.1249,0.6494,"[[0.06472196966834662, 0.03819571972432574, 0.013156860563102576, 0.0028479958747338295, 0.000462367929469122, 6.720702185270379e-05], [0.13026039607506107, 0.08842467819348533, 0.02795640911063682, 0.006051575711211265, 0.000982464390640975, 0.00014280511593250727], [0.14086199188790763, 0.09147494644625506, 0.029701645260007, 0.006429357730713836, 0.0010437967442787385, 0.0001517200180450817], [0.0997703936657291, 0.06479030500120185, 0.021037220902490487, 0.004553815711491331, 0.0007393052638824432, 0.0001074609674650553], [0.05299938250980963, 0.03441748630551356, 0.011175256271815653, 0.0024190484963016934, 0.00039272895527804787, 5.708471932702235e-05], [0.033748046397605896, 0.02191578221713153, 0.007115989834345067, 0.0015403606046945541, 0.00025007527214026897, 3.6349437771017164e-05]]","[{""score"": ""2-0"", ""prob"": 0.14086199188790763}, {""score"": ""1-0"", ""prob"": 0.13026039607506107}, {""score"": ""3-0"", ""prob"": 0.0997703936657291}]",0.4906,0.2528,0.2566,48,0.5124,0.2338,0.2537,636176,0.2168,-0.026,-0.1907,0.2168,0.4335,0.3898,0.0437,model_over_concentrated,,True
2026-06-24,South Africa,South Korea,True,0.1364,0.2168,0.6468,0.13,0.2558,0.6142,0.7526,1.9187,"[[0.07185845672469748, 0.1300059195227804, 0.12730939873502017, 0.08142369757453098, 0.03905731976144913, 0.02148990250660938], [0.04935409164714457, 0.10256702431955417, 0.09581178357672376, 0.06127866259320869, 0.02939414925570199, 0.016173086264696712], [0.019586379557492095, 0.03758077867421073, 0.036053496298650546, 0.023058855106494736, 0.01106087176160124, 0.006085851698137625], [0.004913504626944153, 0.009427639720647904, 0.00904450056024627, 0.005784621447022748, 0.002774767251861756, 0.001526717093882562], [0.0009244636425073785, 0.001773786903263349, 0.001701700225687063, 0.0010883620998575962, 0.0005220655388619548, 0.00028724801396325106], [0.00015867093165676998, 0.00030444509395525116, 0.0002920724491424734, 0.00018680175230681933, 8.960506571404607e-05, 4.930200377430435e-05]]","[{""score"": ""0-1"", ""prob"": 0.1300059195227804}, {""score"": ""0-2"", ""prob"": 0.12730939873502017}, {""score"": ""1-1"", ""prob"": 0.10256702431955417}]",0.1684,0.2439,0.5877,48,0.1658,0.2462,0.5879,292473,-0.0384,0.0119,0.0265,0.0384,0.0768,0.0717,0.0051,model_over_concentrated,,False
