date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,lambda_home,lambda_away,scoreline_grid,top_scorelines,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-23,Portugal,Uzbekistan,True,0.6652,0.2094,0.1255,0.6588,0.2483,0.0929,1.9721,0.7241,"[[0.07006167328971344, 0.04624683793050105, 0.017685220619003985, 0.004268587527009193, 0.0007727146808742205, 0.00012694272024343814], [0.1304397584750545, 0.09893505081431256, 0.034877448470163136, 0.008418184014830167, 0.0015238891866222587, 0.0002503467883909383], [0.13118645664622447, 0.09499132941845262, 0.03439132702935412, 0.008300851471258768, 0.0015026492381877328, 0.00024685745798368034], [0.08623865430221342, 0.06244489430427325, 0.02260798742874039, 0.005456769538142006, 0.0009878035545926587, 0.00016227784121334806], [0.04251833050826618, 0.03078726907401074, 0.011146438791279226, 0.0026903565762645015, 0.0004870177804981454, 8.000800734549472e-05], [0.024318680689537964, 0.01760901138317731, 0.006375289964357836, 0.0015387697902779895, 0.0002785535027476988, 4.576118488149537e-05]]","[{""score"": ""2-0"", ""prob"": 0.13118645664622447}, {""score"": ""1-0"", ""prob"": 0.1304397584750545}, {""score"": ""1-1"", ""prob"": 0.09893505081431256}]",0.832,0.1172,0.0508,49,0.8408,0.1144,0.0448,2246928,-0.1732,0.1311,0.0421,0.1732,0.3464,0.364,0.0176,model_under_concentrated,,True
2026-06-23,Colombia,DR Congo,True,0.7581,0.1658,0.0761,0.7517,0.2047,0.0436,2.2841,0.5812,"[[0.05900892803995127, 0.031067910136939145, 0.00962188176255182, 0.0018641120213787126, 0.00027086024184268145, 3.480817408256098e-05], [0.1280764827718935, 0.07766804357523052, 0.021977342298768018, 0.004257818687456324, 0.0006186719393364232, 7.950535825381674e-05], [0.1486017202178113, 0.08636883924318109, 0.025099226244759038, 0.0048626423110141, 0.0007065543579197559, 9.079910333812425e-05], [0.11314040752829663, 0.06575836171611293, 0.01910971610432668, 0.003702254132227276, 0.0005379469892997484, 6.913141745480265e-05], [0.06460600757299353, 0.03754967219785125, 0.010912126713394678, 0.002114079874106876, 0.0003071812098244071, 3.9475771540770926e-05], [0.045787627315512426, 0.026612237174265103, 0.007733652177903987, 0.001498292574130438, 0.00021770574103154516, 2.7977304018654432e-05]]","[{""score"": ""2-0"", ""prob"": 0.1486017202178113}, {""score"": ""1-0"", ""prob"": 0.1280764827718935}, {""score"": ""3-0"", ""prob"": 0.11314040752829663}]",0.6173,0.2391,0.1436,47,0.6318,0.2338,0.1343,314284,0.1344,-0.0344,-0.1,0.1344,0.2688,0.2397,0.0291,model_over_concentrated,,False
2026-06-23,England,Ghana,True,0.8856,0.0892,0.0252,0.8728,0.1272,0.0,2.9706,0.3769,"[[0.036245707674316736, 0.012196209742893758, 0.002498709640729015, 0.0003139105808583684, 2.9577221929462144e-05, 2.3774083003045646e-06], [0.1034486255855878, 0.040452799867656854, 0.007422659924830358, 0.0009325019003960073, 8.786201338686939e-05, 7.062322499576706e-06], [0.155231731169905, 0.05850485639257149, 0.011024866487409886, 0.001385043778811803, 0.00013050132657497354, 1.0489657809648814e-05], [0.1537103166150886, 0.057931454682932135, 0.01091681259783177, 0.0013714690686139521, 0.00012922229286081174, 1.0386849460180784e-05], [0.11415285999766342, 0.043022754630332866, 0.008107363302241025, 0.0010185205523494851, 9.596684614511617e-05, 7.713786545726447e-06], [0.12320419140093057, 0.04643408580546557, 0.008750206872316903, 0.0010992803954278153, 0.000103576184432423, 8.3254228936976e-06]]","[{""score"": ""2-0"", ""prob"": 0.155231731169905}, {""score"": ""3-0"", ""prob"": 0.1537103166150886}, {""score"": ""4-0"", ""prob"": 0.11415285999766342}]",0.8034,0.1363,0.0603,49,0.8209,0.1244,0.0547,1463124,0.0694,-0.0091,-0.0603,0.0694,0.1388,0.1094,0.035,model_over_concentrated,,False
2026-06-23,Panama,Croatia,True,0.2408,0.2622,0.497,0.2344,0.3012,0.4644,0.9949,1.543,"[[0.08231239990866816, 0.11867549560783862, 0.09408374910991442, 0.04838954585783248, 0.0186659346365311, 0.007643465695271948], [0.07535553617744864, 0.12460179390479721, 0.09360133468635332, 0.04814142846144643, 0.018570225056682287, 0.00760427382491944], [0.0391140778896054, 0.06035194654651917, 0.04656069692137451, 0.023947291643505182, 0.009237503113852073, 0.0037826414554410826], [0.012971173485075482, 0.02001416398020063, 0.015440652315970057, 0.007941500635201035, 0.003063379272211932, 0.0012544153204594362], [0.0032261659482576894, 0.004977885338598037, 0.0038403700928049795, 0.001975195147673511, 0.0007619179487484163, 0.00031199582647594505], [0.000765601123603291, 0.0011813014796889787, 0.0009113578486847012, 0.00046873336605988514, 0.000180810673415709, 7.403969886872095e-05]]","[{""score"": ""1-1"", ""prob"": 0.12460179390479721}, {""score"": ""0-1"", ""prob"": 0.11867549560783862}, {""score"": ""0-2"", ""prob"": 0.09408374910991442}]",0.1396,0.2235,0.6369,49,0.1244,0.2239,0.6517,711002,0.0948,0.0777,-0.1725,0.1725,0.345,0.3746,0.0304,model_under_concentrated,,True
2026-06-24,Mexico,Czech Republic,False,0.7135,0.1879,0.0985,0.7071,0.2269,0.066,2.124,0.6498,"[[0.06475274765584776, 0.03823784824150025, 0.013179075784140659, 0.002854543884592252, 0.00046371351769230004, 6.744851376115468e-05], [0.13026697708327434, 0.08848401869673388, 0.027992225174756916, 0.006063022665435098, 0.0009849228744432685, 0.00014325996874355496], [0.1408133542835087, 0.09149910947988112, 0.02972760317446597, 0.006438899755578748, 0.0010459831680443789, 0.00015214137050581164], [0.09969538545487656, 0.06478106451472423, 0.021047043955511328, 0.004558719563950568, 0.0007405525963648602, 0.00010771558318021295], [0.052938000438075825, 0.03439858330465729, 0.011175927722766628, 0.002420668691658842, 0.0003932315772882498, 5.719670537973513e-05], [0.03368895303342086, 0.021890744791586536, 0.007112193529062506, 0.001540477411083175, 0.00025024670423693415, 3.639912926930991e-05]]","[{""score"": ""2-0"", ""prob"": 0.1408133542835087}, {""score"": ""1-0"", ""prob"": 0.13026697708327434}, {""score"": ""3-0"", ""prob"": 0.09969538545487656}]",0.4975,0.2483,0.2542,49,0.5127,0.2386,0.2487,872511,0.2096,-0.0214,-0.1882,0.2096,0.4192,0.3888,0.0304,model_over_concentrated,,True
2026-06-24,South Africa,South Korea,True,0.1366,0.2169,0.6465,0.1302,0.2559,0.6139,0.753,1.9179,"[[0.07188549620818671, 0.12999719133400398, 0.1272483395751625, 0.08135007663137019, 0.03900543018885999, 0.02144854814219249], [0.049402694863964904, 0.10262203979643579, 0.09582245657319095, 0.06125945698985575, 0.02937245509740393, 0.016151507986469624], [0.01961680535945702, 0.03762316957334956, 0.03607883299057711, 0.023065258362921212, 0.011059243729292467, 0.006081325610189423], [0.004924047171426283, 0.009443854813415505, 0.009056208301010017, 0.00578964913598461, 0.002775999292722948, 0.0015264837276340436], [0.0009269949962090421, 0.0017778883613791781, 0.0017049105110890708, 0.0010899521454643493, 0.0005226061741989017, 0.0002873739280002487], [0.00015921241431914704, 0.00030535428946507407, 0.0002928202630851851, 0.00018720048466429952, 8.975818755502387e-05, 4.935678949336925e-05]]","[{""score"": ""0-1"", ""prob"": 0.12999719133400398}, {""score"": ""0-2"", ""prob"": 0.1272483395751625}, {""score"": ""1-1"", ""prob"": 0.10262203979643579}]",0.1725,0.2479,0.5796,48,0.1658,0.2462,0.5879,337631,-0.0423,0.008,0.0343,0.0423,0.0846,0.0713,0.0167,model_over_concentrated,,False
2026-06-24,Canada,Switzerland,False,0.4136,0.2747,0.3118,0.4072,0.3136,0.2792,1.36,1.1458,"[[0.08504560358608759, 0.09007647356726871, 0.053571492048020884, 0.02046055995790062, 0.0058608762485407384, 0.0016483928904371373], [0.10755775035868302, 0.13060652334911002, 0.07285669347038792, 0.027826156937145262, 0.007970733089252918, 0.002241797847065603], [0.07547360892721597, 0.08647690637271477, 0.049542187276396435, 0.01892164758647409, 0.005420058647026538, 0.0015244113270153742], [0.034214451134974816, 0.03920257596594279, 0.0224589597580088, 0.008577750500376301, 0.0024570751864565407, 0.0006910613868758796], [0.0116328278497636, 0.013328777821980636, 0.007635990170323597, 0.002916413725751692, 0.0008353994207072578, 0.0002349591438843319], [0.004048390816893626, 0.004638605714088548, 0.002657434020572759, 0.001014953775477354, 0.0002907309716010494, 8.17691495766309e-05]]","[{""score"": ""1-1"", ""prob"": 0.13060652334911002}, {""score"": ""1-0"", ""prob"": 0.10755775035868302}, {""score"": ""0-1"", ""prob"": 0.09007647356726871}]",0.2887,0.3129,0.3983,49,0.2836,0.3134,0.403,466819,0.1185,0.0007,-0.1191,0.1191,0.2383,0.2476,0.0103,disagree_on_favorite,,False
2026-06-24,Bosnia and Herzegovina,Qatar,True,0.4715,0.2671,0.2614,0.4651,0.306,0.2288,1.4859,1.0392,"[[0.08338507422067205, 0.07985060252488267, 0.04322584467327557, 0.01497389403071454, 0.0038903375539187197, 0.00097248300842398], [0.11560547437765138, 0.12694674825081384, 0.06422937013235565, 0.02224973946237415, 0.005780660449301373, 0.0014450144714952843], [0.08836876685768201, 0.09183565252826173, 0.0477192755720709, 0.016530466461432084, 0.004294747533727161, 0.0010735749646745743], [0.04376910987352753, 0.0454862606863135, 0.02363538940135773, 0.008187551196412174, 0.0021271913524096484, 0.0005317424046664178], [0.016259152248380516, 0.016897031715867785, 0.00877996824328525, 0.0030414747256350067, 0.0007901994845269967, 0.00019752927896804997], [0.006338658234957374, 0.0065873366332976765, 0.003422885594389313, 0.0011857241092001777, 0.0003080606167738554, 7.70071263033246e-05]]","[{""score"": ""1-1"", ""prob"": 0.12694674825081384}, {""score"": ""1-0"", ""prob"": 0.11560547437765138}, {""score"": ""2-1"", ""prob"": 0.09183565252826173}]",0.6748,0.1915,0.1337,49,0.6816,0.194,0.1244,300329,-0.2097,0.1145,0.0951,0.2097,0.4193,0.4329,0.0186,model_under_concentrated,,True
2026-06-24,Scotland,Brazil,True,0.125,0.209,0.666,0.1186,0.2479,0.6335,0.7228,1.9746,"[[0.06997694989733555, 0.13045341781384917, 0.1313608440636866, 0.08646211149731403, 0.04268222074389371, 0.024456088271430552], [0.04610595580241869, 0.09876495864569063, 0.0949475162845785, 0.06249474718212217, 0.030850676074965295, 0.017676841649121592], [0.017601065680843287, 0.034755226663224066, 0.03431399559308411, 0.022585577414904415, 0.011149422378855477, 0.006388403722216404], [0.004240678877762542, 0.008373683632292565, 0.008267376473778202, 0.005441612617223471, 0.0026862646182114654, 0.0015391777531350442], [0.0007662898515801587, 0.0015131230099540626, 0.0014939133270075293, 0.0009832983456198366, 0.00048540749604704197, 0.00027812912177581275], [0.00012563253752413618, 0.00024807516755531804, 0.00024492575717407583, 0.00016121088651868006, 7.958212592255346e-05, 4.559902138335925e-05]]","[{""score"": ""0-2"", ""prob"": 0.1313608440636866}, {""score"": ""0-1"", ""prob"": 0.13045341781384917}, {""score"": ""1-1"", ""prob"": 0.09876495864569063}]",0.1201,0.1857,0.6942,49,0.1045,0.1841,0.7114,343522,-0.0015,0.0622,-0.0607,0.0622,0.1244,0.1558,0.0344,model_under_concentrated,,False
2026-06-24,Morocco,Haiti,True,0.7463,0.1719,0.0818,0.7399,0.2108,0.0493,2.2393,0.5994,"[[0.060618515086878065, 0.032946343877085414, 0.010510234600381948, 0.0021001033149429136, 0.00031472422603730026, 4.185041276768028e-05], [0.12887715424066887, 0.08064593025949156, 0.023535938563649085, 0.004702835329290935, 0.0007047730455261885, 9.371710349145618e-05], [0.1466734891067809, 0.08792272267914936, 0.026352428139507646, 0.005265612405127832, 0.0007891115532386612, 0.00010493200551669413], [0.10948370357682273, 0.06562948332444182, 0.01967064019902689, 0.0039304904466665735, 0.0005890284325405987, 7.832597872780914e-05], [0.06129267849575941, 0.036741603451743175, 0.011012289373995482, 0.0022004214271866105, 0.0003297580293786747, 4.384953079944593e-05], [0.04217064706203208, 0.025278993016495416, 0.007576685828273262, 0.001513936047027859, 0.0002268804335865564, 3.0169395963125934e-05]]","[{""score"": ""2-0"", ""prob"": 0.1466734891067809}, {""score"": ""1-0"", ""prob"": 0.12887715424066887}, {""score"": ""3-0"", ""prob"": 0.10948370357682273}]",0.8084,0.1334,0.0582,49,0.8291,0.1256,0.0452,261659,-0.0685,0.0774,-0.0089,0.0774,0.1548,0.1785,0.0415,model_under_concentrated,,False
