date,home_team,away_team,neutral_used,p_home_model,p_draw_model,p_away_model,p_home_model_corr,p_draw_model_corr,p_away_model_corr,p_home_book,p_draw_book,p_away_book,n_books,p_home_poly,p_draw_poly,p_away_poly,poly_volume,div_model_book_home,div_model_book_draw,div_model_book_away,div_model_book_max,div_model_book_l1,div_model_poly_l1,div_book_poly_l1,divergence_type,note,flag_divergent
2026-06-11,Mexico,South Africa,False,0.8379,0.1203,0.0418,0.8315,0.1592,0.0093,0.6582,0.2301,0.1118,47,0.6816,0.2139,0.1045,8810169,0.1733,-0.0709,-0.1025,0.1733,0.3467,0.2998,0.0469,model_over_concentrated,,True
2026-06-11,South Korea,Czech Republic,True,0.4734,0.2667,0.2598,0.467,0.3057,0.2273,0.3627,0.314,0.3233,47,0.3632,0.3134,0.3234,2138381,0.1043,-0.0083,-0.096,0.1043,0.2086,0.2076,0.0012,model_over_concentrated,,False
2026-06-12,Canada,Bosnia and Herzegovina,False,0.8059,0.1395,0.0546,0.7995,0.1784,0.0221,0.5234,0.27,0.2066,48,0.5276,0.2663,0.206,988651,0.2761,-0.0916,-0.1845,0.2761,0.5522,0.5437,0.0085,model_over_concentrated,,True
2026-06-12,USA,Paraguay,False,0.4505,0.2704,0.2791,0.4441,0.3093,0.2465,0.4926,0.2796,0.2278,48,0.4975,0.2764,0.2261,1122901,-0.0485,0.0297,0.0187,0.0485,0.0969,0.1067,0.0098,model_under_concentrated,,False
2026-06-13,Qatar,Switzerland,True,0.0404,0.1179,0.8417,0.034,0.1569,0.8091,0.0698,0.1449,0.7853,48,0.0661,0.1341,0.7998,315356,-0.0358,0.012,0.0238,0.0358,0.0716,0.0642,0.029,model_over_concentrated,,False
2026-06-13,Brazil,Morocco,True,0.3904,0.2762,0.3334,0.384,0.3152,0.3008,0.5729,0.2527,0.1744,48,0.5721,0.2537,0.1741,389240,-0.1889,0.0625,0.1264,0.1889,0.3778,0.3763,0.0021,model_under_concentrated,,True
2026-06-13,Haiti,Scotland,True,0.2507,0.2647,0.4847,0.2443,0.3036,0.4521,0.1633,0.2267,0.6101,48,0.1558,0.2261,0.6181,281168,0.081,0.0769,-0.158,0.158,0.3159,0.332,0.0161,model_under_concentrated,,True
2026-06-13,Australia,Turkey,True,0.3302,0.2761,0.3938,0.3238,0.315,0.3612,0.1817,0.2544,0.5639,48,0.1741,0.2537,0.5721,132505,0.1421,0.0606,-0.2027,0.2027,0.4054,0.4219,0.0165,model_under_concentrated,,True
2026-06-14,Germany,Curaçao,True,0.8461,0.1152,0.0387,0.8397,0.1541,0.0062,0.9195,0.0553,0.0252,47,0.9332,0.0434,0.0234,1038661,-0.0798,0.0988,-0.019,0.0988,0.1976,0.2214,0.0274,model_under_concentrated,,False
2026-06-14,Ivory Coast,Ecuador,True,0.1758,0.2387,0.5855,0.1694,0.2777,0.553,0.2677,0.3374,0.395,47,0.2663,0.3367,0.397,76616,-0.0983,-0.0597,0.158,0.158,0.316,0.3119,0.0041,model_over_concentrated,,True
2026-06-14,Netherlands,Japan,True,0.3472,0.2768,0.376,0.3408,0.3157,0.3435,0.4707,0.2693,0.2599,46,0.4726,0.2736,0.2537,911010,-0.1299,0.0464,0.0836,0.1299,0.2599,0.2637,0.0124,disagree_on_favorite,,False
2026-06-14,Sweden,Tunisia,True,0.4164,0.2744,0.3092,0.41,0.3133,0.2767,0.4996,0.2791,0.2214,47,0.5025,0.2836,0.2139,79063,-0.0896,0.0342,0.0553,0.0896,0.1791,0.185,0.0149,model_under_concentrated,,False
2026-06-15,Belgium,Egypt,True,0.5454,0.2506,0.204,0.539,0.2895,0.1715,0.5832,0.2439,0.1729,47,0.592,0.2438,0.1642,49421,-0.0442,0.0456,-0.0014,0.0456,0.0912,0.106,0.0176,model_under_concentrated,,False
2026-06-15,Iran,New Zealand,True,0.6552,0.2135,0.1314,0.6488,0.2524,0.0988,0.5188,0.2736,0.2076,46,0.5276,0.2764,0.196,164900,0.13,-0.0212,-0.1088,0.13,0.26,0.2424,0.0232,model_over_concentrated,,False
2026-06-15,Spain,Cape Verde,True,0.9376,0.0515,0.0109,0.9115,0.0885,0.0,0.8762,0.086,0.0378,47,0.8965,0.0693,0.0342,274367,0.0353,0.0025,-0.0378,0.0378,0.0756,0.0684,0.0406,model_over_concentrated,,False
2026-06-15,Saudi Arabia,Uruguay,True,0.1137,0.2006,0.6857,0.1073,0.2395,0.6532,0.122,0.2143,0.6637,47,0.1144,0.2139,0.6716,72306,-0.0147,0.0252,-0.0105,0.0252,0.0504,0.0511,0.0159,model_under_concentrated,,False
2026-06-16,France,Senegal,True,0.6562,0.2131,0.1308,0.6498,0.252,0.0982,0.6484,0.2182,0.1334,46,0.6617,0.2139,0.1244,153290,0.0014,0.0338,-0.0352,0.0352,0.0704,0.0762,0.0266,model_over_concentrated,,False
2026-06-16,Iraq,Norway,True,0.1146,0.2013,0.6841,0.1082,0.2402,0.6516,0.0682,0.1385,0.7933,46,0.064,0.133,0.803,67592,0.04,0.1017,-0.1417,0.1417,0.2834,0.3028,0.0194,model_under_concentrated,,False
2026-06-16,Argentina,Algeria,True,0.7475,0.1713,0.0812,0.7411,0.2102,0.0487,0.6868,0.2062,0.107,46,0.6915,0.204,0.1045,118476,0.0543,0.004,-0.0583,0.0583,0.1166,0.1116,0.0094,model_over_concentrated,,False
2026-06-16,Austria,Jordan,True,0.4545,0.2698,0.2757,0.4481,0.3088,0.2432,0.7234,0.1742,0.1024,46,0.7387,0.1658,0.0955,74111,-0.2753,0.1346,0.1408,0.2753,0.5507,0.5813,0.0306,model_under_concentrated,,True
2026-06-17,Portugal,DR Congo,True,0.7769,0.1558,0.0673,0.7705,0.1947,0.0348,0.7434,0.1691,0.0874,44,0.7588,0.1658,0.0754,93317,0.0271,0.0256,-0.0526,0.0526,0.1053,0.0812,0.0307,model_over_concentrated,,False
2026-06-17,Uzbekistan,Colombia,True,0.1364,0.2168,0.6468,0.13,0.2558,0.6142,0.1096,0.2042,0.6863,44,0.0945,0.204,0.7015,37451,0.0204,0.0516,-0.0721,0.0721,0.1441,0.1746,0.0305,model_under_concentrated,,False
